"tweetid","user_display_name","tweet_text","clean_text","troll_or_not"
862814235067330560,"Klausv","K_Money33 Hey, we’ll have it available to you as soon as it’s available to us! https://t.co/NyFOz8PVTA /RB","K_Money33 Hey well have it available to you as soon as its available to us RB",1
1296487630910169090,"niubi","Steve Bannon's ""We Build the Wall"" site is still up, complete with an endorsement from Donald Trump Jr. https://t.co/VlBSsByT2V","Steve Bannons We Build the Wall site is still up complete with an endorsement from Donald Trump Jr",0
1297573816298647552,"newtgingrich","Kamala Harris in her own words: ""I'm a radical."" This is what should concern you.
https://t.co/mPC0Qsa6fp","Kamala Harris in her own words Im a radical This is what should concern you",0
1302164522761936897,"guardian","Oxford University takes top spot in Guardian's annual university guide https://t.co/eE6qrCzTz4","Oxford University takes top spot in Guardians annual university guide",0
733473862134824961,"Oakland Online","Bay Trail: Donated land will bridge gap  #news","Bay Trail Donated land will bridge gap #news",1
1290122236242866183,"JeffreyGoldberg","@BrentNYT @edyong209 Not even a Pulitzer calms the nerves?","Not even a Pulitzer calms the nerves",0
1299062895293206530,"politico","Speaking FEMA headquarters today, President Trump said he considered postponing his keynote speech at the Republica… https://t.co/pxpE06vFmM","Speaking FEMA headquarters today President Trump said he considered postponing his keynote speech at the Republica",0
1191575724672638976,"ruima","Watching her talk about Douyin (2018) --
1) originally named https://t.co/gPHGrSj94y, it sucked ...  name is v impt… https://t.co/s3AhHd9cBB","Watching her talk about Douyin originally named it sucked name is v impt",0
754775335812472832,"Pamela Moore","Officer Montrell Jackson with his baby-boy. Murdered in the #BatonRouge #BlueLivesMatter https://t.co/rZ9KN5PpVx","Officer Montrell Jackson with his babyboy Murdered in the #BatonRouge #BlueLivesMatter",1
1278277959334293504,"JeromeTaylor","Breaking: EU says 'essential' that freedoms be protected in Hong Kong - @AFP 

""The European Union considers it ess… https://t.co/OJop6t5lR0","Breaking EU says essential that freedoms be protected in Hong Kong The European Union considers it ess",0
781295318008754182,"EricTrump","Good question! Sad that the media won't ask her the same! https://t.co/2vdrwA9Zkg","Good question Sad that the media won not ask her the same",0
573723162833125376,"kQp6uMCZntAbn3U+dLvnhAh9ENxg0TvIzJzkeI4R7n4=","Which family is suing? The one who raised Mike Brown or his parents that are in and out of jail? #Ferguson","Which family is suing The one who raised Mike Brown or his parents that are in and out of jail #Ferguson",1
1276525616490319874,"niubi","Chinese guests banned from hotels in India’s capital after border clash https://t.co/kfGZ4FFP5p via @scmpnews will… https://t.co/TpWe8ts5On","Chinese guests banned from hotels in Indias capital after border clash via will",0
1268211568669536256,"seanhannity","DE BLASIO: Protesters Can Defy Lockdown Because of ‘400 Years of Racism,’ Not the Case for ‘Religious People’ https://t.co/0nazOPLn5S","DE BLASIO Protesters Can Defy Lockdown Because of Years of Racism Not the Case for Religious People",0
665713767427141636,"9da254eb4e8a37d4e995e2bcac5030b3b5a45cb7226221ae3cd17560e22c3531","#Clinton has too many foreign sponsors, don’t you think so? #DemDebate #DemnDebate","#Clinton has too many foreign sponsors dont you think so #DemDebate #DemnDebate",1
1064367172624031744,"ChinaRealTime","China’s aging population is driving the sector's modernization: There’s a saying for Chinese kids, “You’d better st… https://t.co/dDKp9HLBQs","Chinas aging population is driving the sectors modernization Theres a saying for Chinese kids Youd better st",0
724898488102834176,"ChinaRealTime","A partnership between Alibaba and Disney is frozen in China: https://t.co/UFHpg4yz88 https://t.co/mLZEI2LRsB","A partnership between Alibaba and Disney is frozen in China",0
937861902503481345,"ovmVhOG2yR6M4t8K5K2nNOOehTynAc9ajYqSeGn7Lh0=","5 popular destinations that ""live up to the hype,"" according to travelers https://t.co/BJFpWaikvE… https://t.co/MVCczkwoPk","popular destinations that live up to the hype according to travelers",1
1259910757149483010,"IngrahamAngle","This @JeffreyCMcKay Fairfax County, Va Chair is killing businesses and livelihoods in Northern Virginia: https://t.co/HRRjqMAkWx","This Fairfax County Va Chair is killing businesses and livelihoods in Northern Virginia",0
1283002937556365312,"onlyyoontv","Unclear of impact of #China’s sanctions on @LockheedMartin. US bars arms sales to China. BUT: 
-$LMT’s Sikorsky uni… https://t.co/1dULLiaU7x","Unclear of impact of #Chinas sanctions on US bars arms sales to China BUT LMTs Sikorsky uni",0
942769420631453696,"6fxdBS7M0NZMGtUtKfOWYi4ekC5JErjXGP+gQN4ais=","Frederic Michalak to retire at the end of the season https://t.co/FpN45y3NwC","Frederic Michalak to retire at the end of the season",1
1235635150580355072,"CDT","“It’s more than just some disinformation or an official narrative,” said Xiao,  founder of @CDT. “It’s an orchestra… https://t.co/zs6NpW28xU","Its more than just some disinformation or an official narrative said Xiao founder of Its an orchestra",0
1031492561158864896,"Binɑᴨce","We waiting for your opinion","We waiting for your opinion",1
1295932961787977729,"STcom","India should review moves to put brakes on Google: The Statesman https://t.co/sADefUJVU1","India should review moves to put brakes on Google The Statesman",0
648250703916302336,"Phoenix Daily News","Mercury lose to Lynx, eliminated from playoffs  #sports","Mercury lose to Lynx eliminated from playoffs #sports",1
1246402311326498817,"laurelchor","Special thanks to @shawnxyny for his excellent reporting on China and #covid19, which has helped me immensely to ma… https://t.co/mSH7iaAWUe","Special thanks to for his excellent reporting on China and #covid19 which has helped me immensely to ma",0
1298354480241618945,"nytimes","President Trump will nominate Chad Wolf, the acting homeland security chief, to be confirmed as the head of the dep… https://t.co/P5GLt5fkla","President Trump will nominate Chad Wolf the acting homeland security chief to be confirmed as the head of the dep",0
936652195512152064,"SBuO1wiKtQZBsS+hwKlTuHZwg0UlYNCtM57mzHiBZg=","World Cup: Gareth Southgate says England are 'looking forward to getting on with it' https://t.co/lSZaAQ0TTW","World Cup Gareth Southgate says England are looking forward to getting on with it",1
1299154506710757377,"dandrezner","@anamariecox On the left is from eight years ago, the day we brought Mimi home from the shelter. On the right is Mi… https://t.co/Io1MXmh76G","On the left is from eight years ago the day we brought Mimi home from the shelter On the right is Mi",0
1174238482648223747,"YuanfenYang","@FT 4/ We're free to read for the rest of the day! Here's one of my favourites from this year, a profile of a young… https://t.co/Gy3nGyG1hD","Were free to read for the rest of the day Heres one of my favourites from this year a profile of a young",0
652929746980876288,"080da9e6b0c293d8e7abe6115605790ec8bc9a5c75a2b3e60539e67e3f100875","1 in critical condition after Trenton shooting","in critical condition after Trenton shooting",1
820902223441960961,"阿丽木琴","WORLDERPE: #wtl
#CLC 5TH MINI ALBUM
[#CRYSTYLE]
MV TEASER https://t.co/LOiuE8rUwH","WORLDERPE #wtl #CLC 5TH MINI ALBUM #CRYSTYLE MV TEASER",1
1278094635601219591,"AndrewYang","We literally invented money. Starting everyone at zero doesn’t make much sense.","We literally invented money Starting everyone at zero doesnt make much sense",0
972500191222861824,"z93spma669GVJnCDU4pXkLIDQ+8Xe2ezyx94t2+FTrY=","Man Utd 2-1 Liverpool: Jose Mourinho says nobody should go home disappointed https://t.co/EAR1czDiCQ","Man Utd Liverpool Jose Mourinho says nobody should go home disappointed",1
795436474187546624,"阿丽木琴","PLAYMFS: If you want to keep your followers engaged and also save time throughout your day, RoundTeam is a great s… https://t.co/QCpd7puc2P","PLAYMFS If you want to keep your followers engaged and also save time throughout your day RoundTeam is a great s",1
871860209865588736,"9eFllh2II9h99HyV7OIw3y0txm4G3k0HTEj0cGtVU8=","""I got it, I got it"" MY HEART 😭😭 https://t.co/3JAdD2gkOa","I got it I got it MY HEART",1
1299173287793049600,"JChengWSJ","@lizalinwsj @evawxiao ByteDance first broke through with a news-aggregation app. Zhang didn’t have a media backgrou… https://t.co/89WttfmoLQ","ByteDance first broke through with a newsaggregation app Zhang didnt have a media backgrou",0
505743752963833856,"85a64191a1ee05b842efad9fa0bc0933ab2fa89569521a894f5434aee74c03c7","I never though that the time and the distance between us made you so much colder","I never though that the time and the distance between us made you so much colder",1
1295734227913207809,"RonBrownstein","“the report showed extensive evidence of contacts between Trump campaign advisers and people tied to the Kremlin —… https://t.co/8BTvox7FNY","the report showed extensive evidence of contacts between Trump campaign advisers and people tied to the Kremlin",0
593163601302540288,"Houston Top News","Man knocks down 2-year-old boy, steals iPad, police say  #news","Man knocks down yearold boy steals iPad police say #news",1
1278553991794868230,"supchinanews","""The sisters are mourning the loss of their way of life, their parents, and the dozens of people who have been take… https://t.co/1FJO5ZuM2s","The sisters are mourning the loss of their way of life their parents and the dozens of people who have been take",0
1164567154446016512,"KamalaHarris","This year, #BlackWomensEqualPay Day is more than two weeks later than it was in 2018. When I am President we won’t… https://t.co/kRnRlre3fk","This year #BlackWomensEqualPay Day is more than two weeks later than it was in When I am President we wont",0
820334284175265792,"阿丽木琴","ONLYRPE: #tlrp saran unem rp bibble dong jwlieft","ONLYRPE #tlrp saran unem rp bibble dong jwlieft",1
1185424793056763906,"You_Shu_China","2/. Intro is standard pablum/modified history. After “new China” in 49, Party recognised the private sector as a pa… https://t.co/ivMxncTlHx","Intro is standard pablummodified history After new China in Party recognised the private sector as a pa",0
677593032363868160,"New York City Today","Barbara Walters thinks Bradley Cooper is 'Screwable'  #showbiz","Barbara Walters thinks Bradley Cooper is Screwable #showbiz",1
1285968987952537600,"michaelxpettis","@JanGold_ @adam_tooze They won't. We've heard these theories from foreigners for years, but I don't know anyone cre… https://t.co/VznrcDiX0v","They won not Weve heard these theories from foreigners for years but I don not know anyone cre",0
1226671623845093376,"JoeBiden","I know there are a lot of folks who want to write our campaign off already — but I’ve got news for them: We’re not… https://t.co/Wzhh16Kj84","I know there are a lot of folks who want to write our campaign off already but Ive got news for them Were not",0
711227326151852033,"KansasCityDailyNews","KCPD investigates after shooting victim turns up at east KC 7-Eleven https://t.co/rZuTs1KEma","KCPD investigates after shooting victim turns up at east KC Eleven",1
1242434183194202112,"weijia","Trump yesterday on when the country will “open”:
“Well, I didn’t say a week, but I said soon.  It’s going to be soo… https://t.co/1hQcGg2CK1","Trump yesterday on when the country will open Well I didnt say a week but I said soon Its going to be soo",0
652468393283424256,"Jenna Abrams","Shooting at Northern Arizona University one more time has shown us that Congress has to reconsider the right to own assault weapons","Shooting at Northern Arizona University one more time has shown us that Congress has to reconsider the right to own assault weapons",1
742124436212436992,"KansasCityDailyNews","Wichita to declare ’emergency’ for bar party https://t.co/3dl3AN4qoa #news","Wichita to declare emergency for bar party #news",1
1296469941265342466,"prchovanec","Aug 19, 1920 - New York Times: French soldiers, deployed to Silesia in anticipation of plebiscite, fire on hostile… https://t.co/bvqB6MnPaL","Aug New York Times French soldiers deployed to Silesia in anticipation of plebiscite fire on hostile",0
992841997303144449,"GregPoling","I doubt PHL pilots being warned to leave Chinese airspace every time they fly to Pag-asa/Thitu share that confidenc… https://t.co/qCHCaUSNox","I doubt PHL pilots being warned to leave Chinese airspace every time they fly to PagasaThitu share that confidenc",0
966804414597074944,"曲剑明","＠null It is 23:34 CET now","null It is CET now",1
831550116750295040,"San Antonio Top News","Missing person working out at a gym leads to San Antonio sex-trafficking arrest https://t.co/PuoRgYbKyH https://t.co/71CoYLbYyZ","Missing person working out at a gym leads to San Antonio sextrafficking arrest",1
852045770245128193,"Klausv","starboyyoongi Hey! We've just sent you a bit more info over DM. We'll carry on helping out there /KB","starboyyoongi Hey Weve just sent you a bit more info over DM Well carry on helping out there KB",1
713146849041887232,"San Diego Daily","The Latest: Serbian nationalists rally supporting Karadzic  #politics","The Latest Serbian nationalists rally supporting Karadzic #politics",1
612589259392962560,"derrickmc","Sexy tight dresses, Sexy Real Girl Women In Stockings Showing Pussy 102 Hot Janis and her … http://t.co/FUk3wvuwdA http://t.co/E0ZUGSRSrK","Sexy tight dresses Sexy Real Girl Women In Stockings Showing Pussy Hot Janis and her",1
562764441755058177,"Detroit Daily News","#breaking Trieu: Hidden gems hallmark of MSU recruiting","#breaking Trieu Hidden gems hallmark of MSU recruiting",1
969834131776573440,"曲剑明","＠null It is 07:16 UTC now","null It is UTC now",1
934506246245437442,"hnBl5WAnHo5g31wKEQPi1+VsnpxxI9StavNrDOqklg=","This new Times Square hotel will be wrapped in New York City's biggest billboard http… https://t.co/n9XZwWZnan","This new Times Square hotel will be wrapped in New York Citys biggest billboard",1
1287578850948526088,"gadyepstein","@tancopsey @aubbloomfield Whether or not you can follow the plot at least you’ll learn the German for “in my world, and in your world”","Whether or not you can follow the plot at least youll learn the German for in my world and in your world",0
1280679244708839425,"DMRegister","The added federal money comes after the Iowa Legislature adjourned this year without providing a new permanent fund… https://t.co/mtoGipOxQ6","The added federal money comes after the Iowa Legislature adjourned this year without providing a new permanent fund",0
1257660898006544385,"onlyyoontv","#China state media continue to blast @SecPompeo (and interestingly not @realDonaldTrump despite his threats to impo… https://t.co/a49wiFFvDR","#China state media continue to blast and interestingly not despite his threats to impo",0
1270444958076542981,"ThePlumLineGS","This is the best juxtaposition ever. Well done NYT: https://t.co/wnAbzLZJ8E","This is the best juxtaposition ever Well done NYT",0
12799193914,"D","RT  @DanielStoicaTax""Love is the force of life. It keeps us alive, spread it and heal."" ~ @YokoOno #quote #quotes","RT is the force of life It keeps us alive spread it and heal #quote #quotes",1
763466362144460800,"Lily Mann","Insights on Venture Capital Curveballs From a Startup Founder: When you start a business, you have to be read... https://t.co/SFMUk04xUo","Insights on Venture Capital Curveballs From a Startup Founder When you start a business you have to be read",1
1150254020776345600,"AOC","Kids are taken from their families under an American flag.

They are left to cough in cages, spread lice, &amp; smell o… https://t.co/oYLhGcLFRa","Kids are taken from their families under an American flag They are left to cough in cages spread lice amp smell o",0
1259322659994652675,"IlariaMariaSala","@stinson Yes after having been adopted by the czar. Frankly I think erasure: I don’t think I have neglected Russian… https://t.co/3B8Gk72ycx","Yes after having been adopted by the czar Frankly I think erasure I dont think I have neglected Russian",0
1221080491409006593,"YuanfenYang","If I’d stopped learning Chinese at age 4 when I went to the UK, I’d only be able to say “That was yummy” and not “I… https://t.co/3T7SoEIILM","If Id stopped learning Chinese at age when I went to the UK Id only be able to say That was yummy and not I",0
1274457971322507264,"JeffreyGoldberg","@edyong209 @andersen I need to edit it a bit.","I need to edit it a bit",0
1270052247704162306,"DonaldJTrumpJr","So shocked that CBS would try to manipulate/discard facts to push their narrative... Said no one ever!!! https://t.co/DvOKxx3YPC","So shocked that CBS would try to manipulatediscard facts to push their narrative Said no one ever",0
868314909033082880,"Miami Today","Feds Seeking Information From Kushner On Russia Contacts https://t.co/crUSKkCMJ8 https://t.co/uTSofCtuBd","Feds Seeking Information From Kushner On Russia Contacts",1
663698427964862464,"Boston Today","City banning fake guns  #politics","City banning fake guns #politics",1
1300456035195510787,"DonaldJTrumpJr","Biden called them ""peaceful protesters.""

His campaign bragged about bailing rioters out of jail. 

Biden refuses t… https://t.co/w8TtAJJ49L","Biden called them peaceful protesters His campaign bragged about bailing rioters out of jail Biden refuses t",0
557458598209413120,"27951036bf793fa94cc11f66cfc0e859f60c4cbcdb57b029285791e2968b4dce","If I treated you the way you treated me, you would hate me.","If I treated you the way you treated me you would hate me",1
1092901345072500742,"fravel","This is a class I'd want to take! https://t.co/yGT4IIT7B0","This is a class Id want to take",0
598507654940598272,"73824eacf3a3107d4fe3c2d2730f3981e33a9f8380701b8738ce7d35b0563631","Obama to talk about human-rights? No! money, oil, weapons! #GulfStatesTalks  #CampDavidSummit","Obama to talk about humanrights No money oil weapons #GulfStatesTalks #CampDavidSummit",1
788032399862996992,"KansasCityDailyNews","Students to get free condoms at high schools in Lawrence https://t.co/amTlE41zaI #news","Students to get free condoms at high schools in Lawrence #news",1
321095779748028416,"💋22k","@JamiKenney that is awesome. Hope you and Mark are well. Miss you guys.","that is awesome Hope you and Mark are well Miss you guys",1
295851049212858369,"Azza G","New #job : .NET Developer - C# / SQL / http://t.co/G4F3dIvW – Dorset – Circa £38k ,Dorset .. #jobs #hiring #IT #ITJob http://t.co/doj99G6I","New #job NET Developer C# SQL Dorset Circa 38k Dorset #jobs #hiring #IT #ITJob",1
1288747772531732480,"XinqiSu","Former @StandNewsHK reporter Gwyneth Ho has been DQ-ed. https://t.co/4OrrOeDP58","Former reporter Gwyneth Ho has been DQed",0
1281288289899683842,"HillaryClinton","Girls, working together, will remake the world. 

I'm thrilled to be joining the Girl Up Leadership Summit next wee… https://t.co/tcxRjuK5Bk","Girls working together will remake the world Im thrilled to be joining the Girl Up Leadership Summit next wee",0
1300240969959436289,"DMRegister","A 3-year-old child died Sunday afternoon after being struck by a vehicle in the parking lot of Johnston's Cadence A… https://t.co/6i9ZzAY6tZ","A yearold child died Sunday afternoon after being struck by a vehicle in the parking lot of Johnstons Cadence A",0
1268411077986971648,"stegersaurus","@EricCheungwc yes he does but he's moved on and so should everyone else","yes he does but hes moved on and so should everyone else",0
1209957322543575041,"BonnieGlaser","Taipei and Prague forge sister city ties. Learn what's going on his the Czech Republic's relations with China that… https://t.co/rRXQQjLXJW","Taipei and Prague forge sister city ties Learn whats going on his the Czech Republics relations with China that",0
584298728011468800,"0e45d2af1bbca512ab1d8fa1c2216c038f9627bb773ab4cbe351404ee7a2c93e","RT if you can't wait to listen to","RT if you can not wait to listen to",1
1285396624467021824,"NewYorker","Elaine Stritch is magnetic in D. A. Pennebaker’s documentary about the recording of the original cast album for Ste… https://t.co/Tzm5erypW8","Elaine Stritch is magnetic in D A Pennebakers documentary about the recording of the original cast album for Ste",0
1275651241100673024,"supchinanews","Hong Kong's commercial elite seem to think that the city's future will resemble that of Singapore — more politicall… https://t.co/YwUeNDD7aP","Hong Kongs commercial elite seem to think that the citys future will resemble that of Singapore more politicall",0
758855954037288966,"Screamy Monkey","Japan's PM Abe says to reshuffle cabinet on Aug. 3: Jiji  #world #news","Japans PM Abe says to reshuffle cabinet on Aug Jiji #world #news",1
963777747951656962,"曲剑明","＠null It is 14:07 UTC now","null It is UTC now",1
1260995266917871618,"NYGovCuomo","Follow the data.
Follow the science.
Follow the metrics.

That’s how New York reopens.","Follow the data Follow the science Follow the metrics Thats how New York reopens",0
911734319634190336,"claydube","Go #LAKings! Olympics has some Chinese thinking about hockey. 2016 video: https://t.co/do42ILOpoc https://t.co/VMkis09IqB","Go #LAKings Olympics has some Chinese thinking about hockey video",0
1279160285132136455,"realDonaldTrump",".@RonnyJackson4TX is a spectacular man. An Admiral in the Navy, he is a brave and loyal Warrior who loves our Milit… https://t.co/m8nRxU9mD6","is a spectacular man An Admiral in the Navy he is a brave and loyal Warrior who loves our Milit",0
1281236989677834245,"MacroPoloChina","5/ Although it started the industry, the subsidy model was not financially sustainable. The EV bubble mushroomed to… https://t.co/kX9ElyOUUE","Although it started the industry the subsidy model was not financially sustainable The EV bubble mushroomed to",0
547020490234023936,"0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539","And I guess I realized at that moment that I really did love her. Because there was nothing to gain, and that didn't matter","And I guess I realized at that moment that I really did love her Because there was nothing to gain and that didn not matter",1
400837394200403969,"emiliya naum","Imma hit the hay!","Imma hit the hay",1
1158549469585002496,"EmilyZFeng","China has suspended promised US agriculture product purchases, says Commerce Ministry early this morning. It took l… https://t.co/6kdSMIIOXG","China has suspended promised US agriculture product purchases says Commerce Ministry early this morning It took l",0
877353127686447104,"Black To Live","Should Black people be thankful for being “saved” from wild Africa? https://t.co/4sfHwymu1a","Should Black people be thankful for being saved from wild Africa",1
1291345115424882688,"michaelxpettis","@tspaRoy Local governments own a lot of assets, especially SOEs and real estate.","Local governments own a lot of assets especially SOEs and real estate",0
1047217072067899392,"gordonlenx","Deal Alert: Southwest Flash Sale With Fares From $49 One-Way https://t.co/yNsZsYYbly https://t.co/Lbkbtzt9Ng","Deal Alert Southwest Flash Sale With Fares From OneWay",1
1243762361468665856,"ZQ+BXlb+2pT7MsHHnYHU8SdYBRfuI4C4Q5Pb563x7M=","before leaving London that his agent should send him every","before leaving London that his agent should send him every",1
668057481986215940,"Chao_Deng","Crackdown is currently the theme of Chinese financial regulation. https://t.co/W0ojd8mIOm","Crackdown is currently the theme of Chinese financial regulation",0
649996716859502593,"cd08e4b204df337b04b4b0955d3479ca3d7de11f3dc271b9078e29d6d097a997","Ron Higgins' SEC Crystal Ball Week 5  #sports","Ron Higgins SEC Crystal Ball Week #sports",1
553479760349630465,"83d07a1550753d18f9910e9967ce6d9814fbdd988acbc54da33481433cb32f61","keep myself right on this train","keep myself right on this train",1
1299716038540566530,"SCMPNews","Why does Taiwan treat fleeing Hong Kong activists as illegal immigrants after inciting them? https://t.co/7nAWokyCLb","Why does Taiwan treat fleeing Hong Kong activists as illegal immigrants after inciting them",0
1102958888457043968,"BonnieGlaser","@GregPoling So war avoidance is now the Philippines top national security priority?","So war avoidance is now the Philippines top national security priority",0
504977458425503744,"2cd644cca1a5d5e7d4d308b736269ba5cb4a75a8ad6ce46831594815a00c352a","i got myself a cadillac #hate","i got myself a cadillac #hate",1
1197160642102415361,"BonnieGlaser","The United States announced on Wednesday it will provide Vietnam with another coast guard cutter for its growing fl… https://t.co/Nv1VVOqMXU","The United States announced on Wednesday it will provide Vietnam with another coast guard cutter for its growing fl",0
665150747139375104,"Chicago Daily News","#news #Chicago Reward Increased For Arrest Of Aspiring Model’s Killer","#news #Chicago Reward Increased For Arrest Of Aspiring Models Killer",1
765912446875815936,"Room Of Rumor","After scorching heat, Earth likely to get respite in 2017  #environment","After scorching heat Earth likely to get respite in #environment",1
1301777054174674944,"nytimes","Disney+ has hundreds of movie and TV titles from Disney, Star Wars, Marvel and more. These are our favorites.
https://t.co/jT68tUU6bE","Disney has hundreds of movie and TV titles from Disney Star Wars Marvel and more These are our favorites",0
668123038395731968,"cd0e6a3af6160a511a2cea1bda54113ea9ba8ba27b70575e4d3612c6074c342b","People need to know that we are ready to fight for our rights!  #MinneapolisUnrest","People need to know that we are ready to fight for our rights #MinneapolisUnrest",1
1274673170679836674,"HongKongFP","[Recap] Curtain falls on Hong Kong’s oldest satirical TV show

https://t.co/E0CmJjyAc0","Recap Curtain falls on Hong Kongs oldest satirical TV show",0
1274138205311229952,"ruima","Curious what other ladies think?
I only watched a little bit but the obsession with beauty and youth &amp; dressing AND… https://t.co/jzLKgqyryb","Curious what other ladies think I only watched a little bit but the obsession with beauty and youth amp dressing AND",0
1301531910401937411,"WSJ","The Carmel Valley, California home where Doris Day and some very lucky dogs lived is coming on the market for $7.4… https://t.co/dsLcq7EWuz","The Carmel Valley California home where Doris Day and some very lucky dogs lived is coming on the market for",0
1106104403424100352,"CDT","CDT Daily News Updates 03/14/2019 - https://t.co/v8eDrEJuZf","CDT Daily News Updates",0
1300648325155188736,"Reuters","This visitor at a North California supermarket likely had only one thing in mind - the bear necessities 🐻… https://t.co/FVa1FWRBlI","This visitor at a North California supermarket likely had only one thing in mind the bear necessities",0
947711309692440577,"W8p+9rcodeTsTUcwjGDN0fflucRtDy5fcQiTi1P+OGU=","These two best friends in Hawaii just found out they’re actually brothers https://t.co/4ktDXYBUsc… https://t.co/h4cDjFWwr4","These two best friends in Hawaii just found out theyre actually brothers",1
876330218977452033,"San Francisco Daily","Bay Area temperatures reach triple digits https://t.co/D3mG4LrchL https://t.co/Bv9BZDSbXd","Bay Area temperatures reach triple digits",1
1259185710931816448,"NYGovCuomo","Anyone who tells you they know the script doesn’t know what they’re talking about.

We all wish we did but we don’t.","Anyone who tells you they know the script doesnt know what theyre talking about We all wish we did but we dont",0
1164222700178616320,"vwang3","Is this a dismal or great turnout for the ~commission on public financing of elections~ https://t.co/B2ZEheWMc0","Is this a dismal or great turnout for the commission on public financing of elections",0
1285578777670479874,"RichardGrenell","If you live in Oregon &amp; Washington State, you should vote for @realDonaldTrump - or get ready to live with this cha… https://t.co/AdqOObGvUq","If you live in Oregon amp Washington State you should vote for or get ready to live with this cha",0
1297462565686120450,"STcom","Olympics: Japan athletes give Tokyo Games stadium test run https://t.co/3iRhgjVxuB","Olympics Japan athletes give Tokyo Games stadium test run",0
1145170149957361664,"DGTam86","Off to Bangkok for #AASinAsia2019! Thanks, Singapore, for all the kaya toast! 🇸🇬✈️🇹🇭 @aasinasia","Off to Bangkok for #AASinAsia2019 Thanks Singapore for all the kaya toast aasinasia",0
1300476079371702272,"Reuters","UK PM Johnson has chosen top civil servant, Financial Times says https://t.co/O2nsK9iT2v https://t.co/a7W6Dix3T7","UK PM Johnson has chosen top civil servant Financial Times says",0
552805088457027584,"154b4d0d30ca4ddbf115713a23961c28f5597a1b3dd2b3b7b803c16d5036852b","Bitch i'm higer than Venus, Serena too  – Lil Wayne","Bitch im higer than Venus Serena too Lil Wayne",1
710592446795632641,"San Jose Daily","#politics Homeland Security begins sharing cyberthreats with business","#politics Homeland Security begins sharing cyberthreats with business",1
1235352394822815745,"supchinanews","The landlocked nation of Eswatini is facing increased duress for its decision to maintain diplomatic relations with… https://t.co/Ekce2Zr5gw","The landlocked nation of Eswatini is facing increased duress for its decision to maintain diplomatic relations with",0
1298066590278332416,"politico","Trump is borrowing the DNC programming technique of casting the candidate as a type of talk show host interviewing… https://t.co/fVWWi348Zd","Trump is borrowing the DNC programming technique of casting the candidate as a type of talk show host interviewing",0
936972177928282112,"zTe7dg9+T1p0zDFBdE4Dos7nDO2e8TNVxGlNDDMPUY=","Why you should only ever book an early morning flight https://t.co/y5MMoecP0c pic.twitter… https://t.co/Hb10nSFfLI","Why you should only ever book an early morning flight pictwitter",1
841630737728069632,"ByChunHan","@gerryshih my money's on Lotte","my moneys on Lotte",0
1237587876382048256,"davidpaulk","@stuartlauscmp ffs... I'm sorry to hear that","ffs Im sorry to hear that",0
936824496538902529,"rjNejV4I6ASDG9aR8YqvQLHuMQ3Vbpvrzu2k2r57D2o=","This festive California city lit a world record-breaking 600 Christmas trees http://tandl… https://t.co/4c0gVYjC17","This festive California city lit a world recordbreaking Christmas trees",1
1302363900503941120,"ChannelNewsAsia","Tennis; Williams rallies to move into last 16 of US Open https://t.co/2ucY8g6BBP https://t.co/dbC1zToTUS","Tennis Williams rallies to move into last of US Open",0
962418934975737856,"曲剑明","＠null It is 20:08 UTC now","null It is UTC now",1
963466608512569346,"曲剑明","＠null It is 18:34 CET now","null It is CET now",1
1269986747527593985,"seanhannity","‘DEFUNDED’: Minneapolis City Council Promises to ‘Dismantle The Police Department’ https://t.co/WBLQAuaMfK","DEFUNDED Minneapolis City Council Promises to Dismantle The Police Department",0
1299840892145033218,"ChannelNewsAsia","From coal to clean energy: Can South Korea's mining towns make the switch? https://t.co/d9ngHjK1aS https://t.co/aMUslSTOTY","From coal to clean energy Can South Koreas mining towns make the switch",0
1153763260547702785,"IvankaTrump","12 states — Georgia, Arizona, North Carolina, Maryland, South Carolina, Pennsylvania, Ohio, New Jersey, Virginia, T… https://t.co/AHP6ELPXsS","states Georgia Arizona North Carolina Maryland South Carolina Pennsylvania Ohio New Jersey Virginia T",0
1300546611865673734,"politico","Kenosha, Wis., Mayor John Antaramian reiterates his stance that the timing of President Trump's visit ""is not good""… https://t.co/km1tS1UvrP","Kenosha Wis Mayor John Antaramian reiterates his stance that the timing of President Trumps visit is not good",0
968418663111036928,"曲剑明","＠null It is 10:28 CET now","null It is CET now",1
1291046534495252480,"niubi","It is a reiteration of many things we have heard before, including that the problems are all America's fault along… https://t.co/XynAL8hzT4","It is a reiteration of many things we have heard before including that the problems are all Americas fault along",0
854561788997795840,"Klausv","Suszzam Got it. Can you try the steps here: https://t.co/8oA4kksFLw? Let us know how you get on /AY","Suszzam Got it Can you try the steps here Let us know how you get on AY",1
493530538184286208,"d77dd3dcb77dc8da05a67e4f7733be76e1fb115b311a3db2ef61b00a3f590455","I am finished with you","I am finished with you",1
1287320325810577409,"axios","NEW: Police in Portland have declared a riot after unrest continued this morning","NEW Police in Portland have declared a riot after unrest continued this morning",0
697812066434830336,"Pittsburgh Today","#sports Liverpool: U.S. owners bow to fan pressure over ticket prices","#sports Liverpool US owners bow to fan pressure over ticket prices",1
